TRXNBR,TRXDT,SUP_CODE,CUSTNAME,REFERENCE,Year,REF_TYPE,DESCRIPTION,EXTENDED_AMOUNT,DESC2,DESC3,CC,DPTNBR
121010013837405,28-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI017434-HO,2023,ANI,ส่วนลดพิเศษ,"21,015.32",Anniversary,,21650,0450
121010013823329,22-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MDTS002072-HO,2023,DTS,Data Sharing,"16,666.66",Data Sharing Fee,0450_Fix amt Dec 2023,21650,0450
121010013823330,22-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MNIT006024-HO,2023,NIT,Entrance Fee,"183,333.34",New Item,0450_Fix amt Dec 2023,21650,0450
121010013823331,22-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MOTS015427-HO,2023,OTS,Sale Promotion Income,"375,000.00",Other Promotion Service,0450_Fix amt Dec 2023,21650,0450
121010013823328,22-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MADP016990-HO,2023,ADP,Display,"593,750.00",Display Fee,0450_Fix amt Dec 2023,21650,0450
121010013821881,21-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI016988-HO,2023,ANI,ส่วนลดพิเศษ,"37,631.59",Anniversary,,21650,0450
121010013821882,21-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB038817-HO,2023,ARB,Rebate,"188,157.97",Unconditional Rebate,,21650,0450
121010013813833,14-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB037815-HO,2023,ARB,Rebate,"85,776.61",Unconditional Rebate,,21650,0450
121010013813832,14-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI016574-HO,2023,ANI,ส่วนลดพิเศษ,"17,155.32",Anniversary,,21650,0450
121010013803717,7-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB037140-HO,2023,ARB,Rebate,"40,583.80",Unconditional Rebate,,21650,0450
121010013803716,7-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI016286-HO,2023,ANI,ส่วนลดพิเศษ,"8,116.76",Anniversary,,21650,0450
121010013804065,7-Dec-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MADP015886-HO,2023,ADP,Display,"100,000.00",Display Fee,Display Wine Macguigan,21650,0450
121010013792248,30-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB036286-HO,2023,ARB,Rebate,"143,703.48",Unconditional Rebate,,21650,0450
121010013792247,30-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI015919-HO,2023,ANI,ส่วนลดพิเศษ,"28,740.70",Anniversary,,21650,0450
121010013788629,27-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MOTS014050-HO,2023,OTS,Sale Promotion Income,"375,000.00",Other Promotion Service,0450_Fix amt Nov 2023,21650,0450
121010013788627,27-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MDTS001884-HO,2023,DTS,Data Sharing,"16,666.67",Data Sharing Fee,0450_Fix amt Nov 2023,21650,0450
121010013788626,27-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MADP015487-HO,2023,ADP,Display,"593,750.00",Display Fee,0450_Fix amt Nov 2023,21650,0450
121010013788628,27-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MNIT005494-HO,2023,NIT,Entrance Fee,"183,333.33",New Item,0450_Fix amt Nov 2023,21650,0450
121010013769540,23-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB035422-HO,2023,ARB,Rebate,"141,541.21",Unconditional Rebate,,21650,0450
121010013769539,23-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI015482-HO,2023,ANI,ส่วนลดพิเศษ,"28,308.24",Anniversary,,21650,0450
121010013763256,16-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI015117-HO,2023,ANI,ส่วนลดพิเศษ,"26,186.22",Anniversary,,21650,0450
121010013763257,16-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB034563-HO,2023,ARB,Rebate,"130,931.09",Unconditional Rebate,,21650,0450
121010013753673,9-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI014751-HO,2023,ANI,ส่วนลดพิเศษ,"21,127.42",Anniversary,,21650,0450
121010013753674,9-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB033689-HO,2023,ARB,Rebate,"105,637.08",Unconditional Rebate,,21650,0450
121010013741328,2-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI014399-HO,2023,ANI,ส่วนลดพิเศษ,"6,407.46",Anniversary,,21650,0450
121010013741329,2-Nov-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB032777-HO,2023,ARB,Rebate,"32,037.32",Unconditional Rebate,,21650,0450
121010013737756,30-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MADP013630-HO,2023,ADP,Display,"593,750.00",Display Fee,0450_Fix amt Oct 2023,21650,0450
121010013737758,30-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MNIT004859-HO,2023,NIT,Entrance Fee,"183,333.33",New Item,0450_Fix amt Oct 2023,21650,0450
121010013737757,30-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MDTS001654-HO,2023,DTS,Data Sharing,"16,666.67",Data Sharing Fee,0450_Fix amt Oct 2023,21650,0450
121010013737759,30-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MOTS012423-HO,2023,OTS,Sale Promotion Income,"375,000.00",Other Promotion Service,0450_Fix amt Oct 2023,21650,0450
121010013724572,26-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB031982-HO,2023,ARB,Rebate,"73,376.22",Unconditional Rebate,,21650,0450
121010013724571,26-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI014062-HO,2023,ANI,ส่วนลดพิเศษ,"14,675.24",Anniversary,,21650,0450
121010013720343,19-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB031122-HO,2023,ARB,Rebate,"37,346.84",Unconditional Rebate,,21650,0450
121010013720342,19-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI013616-HO,2023,ANI,ส่วนลดพิเศษ,"7,469.37",Anniversary,,21650,0450
121010013714515,12-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI013342-HO,2023,ANI,ส่วนลดพิเศษ,"23,819.69",Anniversary,,21650,0450
121010013714516,12-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB030497-HO,2023,ARB,Rebate,"119,098.46",Unconditional Rebate,,21650,0450
121010013703543,5-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB029643-HO,2023,ARB,Rebate,"24,804.51",Unconditional Rebate,,21650,0450
121010013703542,5-Oct-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI012995-HO,2023,ANI,ส่วนลดพิเศษ,"4,960.90",Anniversary,,21650,0450
121010013692329,28-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB028815-HO,2023,ARB,Rebate,"26,564.07",Unconditional Rebate,,21650,0450
121010013692328,28-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI012658-HO,2023,ANI,ส่วนลดพิเศษ,"5,312.81",Anniversary,,21650,0450
121010013688920,27-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MNIT004369-HO,2023,NIT,Entrance Fee,"183,333.33",New Item,0450_Fix amt Sep 2023,21650,0450
121010013688921,27-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MOTS011196-HO,2023,OTS,Sale Promotion Income,"375,000.00",Other Promotion Service,0450_Fix amt Sep 2023,21650,0450
121010013688919,27-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MDTS001477-HO,2023,DTS,Data Sharing,"16,666.67",Data Sharing Fee,0450_Fix amt Sep 2023,21650,0450
121010013688918,27-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MADP012260-HO,2023,ADP,Display,"593,750.00",Display Fee,0450_Fix amt Sep 2023,21650,0450
121010013672205,21-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB028020-HO,2023,ARB,Rebate,"70,879.44",Unconditional Rebate,,21650,0450
121010013672204,21-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI012250-HO,2023,ANI,ส่วนลดพิเศษ,"14,175.89",Anniversary,,21650,0450
121010013664530,14-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI011900-HO,2023,ANI,ส่วนลดพิเศษ,"13,619.45",Anniversary,,21650,0450
121010013664531,14-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB027154-HO,2023,ARB,Rebate,"68,097.26",Unconditional Rebate,,21650,0450
121010013653269,7-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI011487-HO,2023,ANI,ส่วนลดพิเศษ,"20,576.27",Anniversary,,21650,0450
121010013653270,7-Sep-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB026114-HO,2023,ARB,Rebate,"102,881.37",Unconditional Rebate,,21650,0450
121010013645966,31-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI011146-HO,2023,ANI,ส่วนลดพิเศษ,"4,319.54",Anniversary,,21650,0450
121010013645967,31-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB025229-HO,2023,ARB,Rebate,"21,597.71",Unconditional Rebate,,21650,0450
121010013638706,29-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MOTS009533-HO,2023,OTS,Sale Promotion Income,"375,000.00",Other Promotion Service,0450_Fix amt Aug 2023,21650,0450
121010013638703,29-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MADP010380-HO,2023,ADP,Display,"593,750.00",Display Fee,0450_Fix amt Aug 2023,21650,0450
121010013638705,29-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MNIT003730-HO,2023,NIT,Entrance Fee,"183,333.33",New Item,0450_Fix amt Aug 2023,21650,0450
121010013638704,29-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MDTS001251-HO,2023,DTS,Data Sharing,"16,666.67",Data Sharing Fee,0450_Fix amt Aug 2023,21650,0450
121010013637284,24-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB024415-HO,2023,ARB,Rebate,"41,259.62",Unconditional Rebate,,21650,0450
121010013637283,24-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI010804-HO,2023,ANI,ส่วนลดพิเศษ,"8,251.92",Anniversary,,21650,0450
121010013621150,17-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB023571-HO,2023,ARB,Rebate,"76,279.36",Unconditional Rebate,,21650,0450
121010013621149,17-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI010374-HO,2023,ANI,ส่วนลดพิเศษ,"15,255.87",Anniversary,,21650,0450
121010013611742,11-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MOTS008856-HO,2023,OTS,Sale Promotion Income,"768,208.00",Other Promotion Service,Compensate Jun - Jul 23,21650,0450
121010013611741,11-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MNIT003410-MINIHO,2023,NIT,Entrance Fee,"382,500.00",New Item,NPD Wine BigC BIN 1,21650,0450
121010013611148,10-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB022270-HO,2023,ARB,Rebate,"113,677.05",Unconditional Rebate,,21650,0450
121010013611147,10-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI009830-HO,2023,ANI,ส่วนลดพิเศษ,"22,735.41",Anniversary,,21650,0450
121010013603505,3-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB021912-HO,2023,ARB,Rebate,"27,452.24",Unconditional Rebate,,21650,0450
121010013603504,3-Aug-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI009694-HO,2023,ANI,ส่วนลดพิเศษ,"5,490.45",Anniversary,,21650,0450
121010013598526,31-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MOTS008342-HO,2023,OTS,Sale Promotion Income,"375,000.00",Other Promotion Service,0450_Fix amt Jul 2023,21650,0450
121010013598525,31-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MNIT003203-HO,2023,NIT,Entrance Fee,"183,333.33",New Item,0450_Fix amt Jul 2023,21650,0450
121010013598524,31-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MDTS001079-HO,2023,DTS,Data Sharing,"16,666.67",Data Sharing Fee,0450_Fix amt Jul 2023,21650,0450
121010013598523,31-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MADP009045-HO,2023,ADP,Display,"593,750.00",Display Fee,0450_Fix amt Jul 2023,21650,0450
121010013597532,27-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI009464-HO,2023,ANI,ส่วนลดพิเศษ,"48,037.67",Anniversary,,21650,0450
121010013597533,27-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB021366-HO,2023,ARB,Rebate,"240,188.34",Unconditional Rebate,,21650,0450
121010013578504,20-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI009053-HO,2023,ANI,ส่วนลดพิเศษ,"31,054.78",Anniversary,,21650,0450
121010013578505,20-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB020522-HO,2023,ARB,Rebate,"155,273.91",Unconditional Rebate,,21650,0450
121010013570880,13-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB019716-HO,2023,ARB,Rebate,"124,651.72",Unconditional Rebate,,21650,0450
121010013570879,13-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI008714-HO,2023,ANI,ส่วนลดพิเศษ,"24,930.34",Anniversary,,21650,0450
121010013561558,10-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MNIT002824-MINIHO,2023,NIT,Entrance Fee,"206,500.00",New Item,NPD Wine Big C Mini,21650,0450
121010013561559,10-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MOTS007319-HO,2023,OTS,Sale Promotion Income,"168,396.00",Other Promotion Service,In store Promotion Soju Soenmul,21650,0450
121010013560474,6-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB018890-HO,2023,ARB,Rebate,"49,872.67",Unconditional Rebate,,21650,0450
121010013560473,6-Jul-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI008370-HO,2023,ANI,ส่วนลดพิเศษ,"9,974.53",Anniversary,,21650,0450
121010013553203,29-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI008040-HO,2023,ANI,ส่วนลดพิเศษ,"3,013.21",Anniversary,,21650,0450
121010013553204,29-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB018112-HO,2023,ARB,Rebate,"15,066.06",Unconditional Rebate,,21650,0450
121010013539172,23-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MADP007256-HO,2023,ADP,Display,"593,750.00",Display Fee,0450_Fix amt Jun 2023,21650,0450
121010013539173,23-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MDTS000874-HO,2023,DTS,Data Sharing,"16,666.67",Data Sharing Fee,0450_Fix amt Jun 2023,21650,0450
121010013539175,23-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MOTS006706-HO,2023,OTS,Sale Promotion Income,"375,000.00",Other Promotion Service,0450_Fix amt Jun 2023,21650,0450
121010013539174,23-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MNIT002507-HO,2023,NIT,Entrance Fee,"183,333.33",New Item,0450_Fix amt Jun 2023,21650,0450
121010013538038,22-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI007720-HO,2023,ANI,ส่วนลดพิเศษ,"3,367.06",Anniversary,,21650,0450
121010013538039,22-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB017353-HO,2023,ARB,Rebate,"16,835.32",Unconditional Rebate,,21650,0450
121010013530278,15-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI007293-HO,2023,ANI,ส่วนลดพิเศษ,"22,792.20",Anniversary,,21650,0450
121010013530279,15-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB016529-HO,2023,ARB,Rebate,"113,961.01",Unconditional Rebate,,21650,0450
121010013513024,2-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB015044-HO,2023,ARB,Rebate,"8,069.48",Unconditional Rebate,,21650,0450
121010013513023,2-Jun-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI006690-HO,2023,ANI,ส่วนลดพิเศษ,"1,613.90",Anniversary,,21650,0450
121010013504634,26-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MADP005801-HO,2023,ADP,Display,"593,750.00",Display Fee,0450_Fix amt May 2023,21650,0450
121010013504635,26-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MDTS000705-HO,2023,DTS,Data Sharing,"16,666.67",Data Sharing Fee,0450_Fix amt May 2023,21650,0450
121010013504636,26-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MNIT002008-HO,2023,NIT,Entrance Fee,"183,333.33",New Item,0450_Fix amt May 2023,21650,0450
121010013504637,26-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MOTS005408-HO,2023,OTS,Sale Promotion Income,"375,000.00",Other Promotion Service,0450_Fix amt May 2023,21650,0450
121010013500180,25-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI006351-HO,2023,ANI,ส่วนลดพิเศษ,"3,251.71",Anniversary,,21650,0450
121010013500181,25-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB014251-HO,2023,ARB,Rebate,"16,258.55",Unconditional Rebate,,21650,0450
121010013485614,18-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB013449-HO,2023,ARB,Rebate,"33,737.33",Unconditional Rebate,,21650,0450
121010013485613,18-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI005925-HO,2023,ANI,ส่วนลดพิเศษ,"6,747.47",Anniversary,,21650,0450
121010013477586,12-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MGCS016079-HO,2023,GCS,ส่วนลด,"250,367.00",Guarantee GP/Compensation,INstore Promotion SPY 1x24 (For B2B),21650,0450
121010013475041,11-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB012627-HO,2023,ARB,Rebate,"35,697.72",Unconditional Rebate,,21650,0450
121010013475040,11-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI005580-HO,2023,ANI,ส่วนลดพิเศษ,"7,139.54",Anniversary,,21650,0450
121010013466885,4-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB011782-HO,2023,ARB,Rebate,"6,364.47",Unconditional Rebate,,21650,0450
121010013466884,4-May-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI005231-HO,2023,ANI,ส่วนลดพิเศษ,"1,272.89",Anniversary,,21650,0450
121010013456327,27-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB011108-HO,2023,ARB,Rebate,"25,627.72",Unconditional Rebate,,21650,0450
121010013456326,27-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI004937-HO,2023,ANI,ส่วนลดพิเศษ,"5,125.54",Anniversary,,21650,0450
121010013452827,26-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MDTS000542-HO,2023,DTS,Data Sharing,"16,666.67",Data Sharing Fee,0450_Fix amt Apr 2023,21650,0450
121010013452829,26-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MOTS004139-HO,2023,OTS,Sale Promotion Income,"375,000.00",Other Promotion Service,0450_Fix amt Apr 2023,21650,0450
121010013452826,26-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MADP004462-HO,2023,ADP,Display,"593,750.00",Display Fee,0450_Fix amt Apr 2023,21650,0450
121010013452828,26-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MNIT001501-HO,2023,NIT,Entrance Fee,"183,333.33",New Item,0450_Fix amt Apr 2023,21650,0450
121010013440281,20-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI004516-HO,2023,ANI,ส่วนลดพิเศษ,"44,900.52",Anniversary,,21650,0450
121010013440282,20-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB010306-HO,2023,ARB,Rebate,"224,502.59",Unconditional Rebate,,21650,0450
121010013433653,13-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB009596-HO,2023,ARB,Rebate,"235,361.39",Unconditional Rebate,,21650,0450
121010013433652,13-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI004215-HO,2023,ANI,ส่วนลดพิเศษ,"47,072.28",Anniversary,,21650,0450
121010013421393,6-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MANI003875-HO,2023,ANI,ส่วนลดพิเศษ,"20,900.48",Anniversary,,21650,0450
121010013421394,6-Apr-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,P1D04-MARB008733-HO,2023,ARB,Rebate,"104,502.42",Unconditional Rebate,,21650,0450
121010013414548,31-Mar-23,6003074,สยาม ไวเนอรี่คอมเมอร์เชี่ยล บจก.,A1D04-MDTS000380-HO,2023,DTS,Data Sharing,"16,666.67",Data Sharing Fee,0450_Fix amt Mar 2023,21650,0450
